"","Tempo","ID_maquina","volt","rotacao","pressao","vibracao","tipo_erro","falha","modelo","idade_maquina","comp_subst"
"29",2016-02-17 05:00:00,"16",NA,487.792663241395,118.246454541453,40.6654523633786,NA,NA,"model1",3,NA
"30",2016-02-17 05:00:00,"17",159.860530550928,351.418588522638,91.1541479238132,43.5370115832188,NA,NA,"model1",14,NA
"31",2016-02-17 05:00:00,"18",NA,446.903511316479,95.6994242296575,42.4846325972638,NA,NA,"model3",15,NA
"32",2016-02-17 05:00:00,"19",174.539096667008,480.041796382712,75.1022673257756,39.0208606940688,NA,NA,"model3",17,NA
"33",2016-02-17 05:00:00,"20",NA,568.78811026653,102.246551829636,36.0852083965028,NA,NA,"model2",16,NA
"34",2016-02-17 06:00:00,"10",169.444706163444,439.558151185758,88.6240943147378,36.626882722013,NA,NA,"model3",10,NA
"35",2016-02-17 06:00:00,"11",151.162362232954,404.071862675674,122.766335311638,37.9482075627856,NA,NA,"model2",6,NA
"36",2016-02-17 06:00:00,"12",187.612529681768,400.742865363382,84.4169969951921,34.3057871187433,NA,NA,"model3",9,NA
"37",2016-02-17 06:00:00,"13",NA,523.831761877192,120.46245779132,36.696242007678,NA,NA,"model1",15,NA
"38",2016-02-17 06:00:00,"14",176.245341877901,506.511906203855,91.4080611199021,39.7909654966175,NA,NA,"model3",1,NA
"39",2016-02-17 06:00:00,"15",NA,436.575682000698,111.931204554268,NA,NA,NA,"model3",14,NA
"40",2016-02-17 06:00:00,"16",NA,379.352807197514,87.6864334576686,39.2593251859984,NA,NA,"model1",3,NA
"41",2016-02-17 06:00:00,"17",169.5737050337,492.667699911689,83.9079277587808,41.921795500972,NA,NA,"model1",14,NA
"42",2016-02-17 06:00:00,"18",NA,552.277509908295,90.9775771262983,NA,NA,NA,"model3",15,NA
"43",2016-02-17 06:00:00,"19",162.290537079769,397.265860319158,95.550960450776,38.4109844078456,NA,NA,"model3",17,NA
"44",2016-02-17 06:00:00,"20",NA,424.120767830215,103.343892824361,39.7866743730499,NA,NA,"model2",16,NA
"45",2016-02-17 07:00:00,"10",193.346844955055,476.601969275397,89.8415250088662,41.3402594778363,NA,NA,"model3",10,NA
"46",2016-02-17 07:00:00,"11",151.208060936378,423.373898693153,133.635049557498,45.1958382825303,NA,NA,"model2",6,NA
"47",2016-02-17 07:00:00,"12",153.829039541786,382.846861930189,103.938315775246,42.8290454538109,NA,NA,"model3",9,NA
"48",2016-02-17 07:00:00,"13",NA,468.875193548823,103.797629091008,38.6922557945284,NA,NA,"model1",15,NA
"49",2016-02-17 07:00:00,"14",189.389329047971,433.418958466175,97.0851992057251,39.1324029376429,NA,NA,"model3",1,NA
"50",2016-02-17 07:00:00,"15",NA,454.968867768538,86.6786791825835,32.7121795490245,NA,NA,"model3",14,NA
"51",2016-02-17 07:00:00,"16",166.029535217467,459.385142364677,110.783061130151,42.7408485279239,NA,NA,"model1",3,NA
"52",2016-02-17 07:00:00,"17",NA,492.66886075306,96.6276889960853,39.2048825872787,NA,NA,"model1",14,NA
"53",2016-02-17 07:00:00,"18",NA,425.100581022195,86.1380234101389,NA,NA,NA,"model3",15,NA
"54",2016-02-17 07:00:00,"19",169.516948169765,435.877377596876,113.712164184114,40.6103150432728,NA,NA,"model3",17,NA
"55",2016-02-17 07:00:00,"20",NA,423.666584330494,90.8375647779746,34.0016218471384,NA,NA,"model2",16,NA
"56",2016-02-17 08:00:00,"10",NA,490.605255708825,92.0239659845392,41.5952955137117,NA,NA,"model3",10,NA
"57",2016-02-17 08:00:00,"11",172.208414367927,391.813945895447,121.959751588897,42.3933107916939,NA,NA,"model2",6,NA
"58",2016-02-17 08:00:00,"12",NA,429.442046439378,89.0005439368779,33.5349119185394,NA,NA,"model3",9,NA
"59",2016-02-17 08:00:00,"13",185.652548622586,380.394208473663,98.6186706044112,38.9832559652855,NA,NA,"model1",15,NA
"60",2016-02-17 08:00:00,"14",NA,423.784134088409,82.4951277740081,36.5031464257577,NA,NA,"model3",1,NA
"61",2016-02-17 08:00:00,"15",197.570783742027,415.845764530473,85.1052916375773,39.1900138120014,NA,NA,"model3",14,NA
"62",2016-02-17 08:00:00,"16",168.959381529978,387.049477315971,96.9123502682096,37.2950009586146,NA,NA,"model1",3,NA
"63",2016-02-17 08:00:00,"17",NA,502.992976788533,104.6275076977,NA,NA,NA,"model1",14,NA
"64",2016-02-17 08:00:00,"18",132.551427234853,452.996540685291,101.080894510408,40.4502787750429,NA,NA,"model3",15,NA
"65",2016-02-17 08:00:00,"19",148.267083437257,523.075833863929,107.586040286879,38.1775951485373,NA,NA,"model3",17,NA
"66",2016-02-17 08:00:00,"20",162.473089905138,472.589031928246,103.913217227728,39.5876506321736,NA,NA,"model2",16,NA
"67",2016-02-17 09:00:00,"10",174.91975116321,450.111631877043,87.5535859075629,44.5250461864119,NA,NA,"model3",10,NA
"68",2016-02-17 09:00:00,"11",NA,546.179018463056,121.243770162068,36.2124795726158,NA,NA,"model2",6,NA
"69",2016-02-17 09:00:00,"12",154.84981334983,281.227405434771,82.4958485660202,46.7432732721035,NA,NA,"model3",9,NA
"70",2016-02-17 09:00:00,"13",NA,418.842236941767,100.594429349581,NA,NA,NA,"model1",15,NA
"71",2016-02-17 09:00:00,"14",NA,434.218711282874,103.062669708065,47.2364740384884,NA,NA,"model3",1,NA
"72",2016-02-17 09:00:00,"15",NA,386.649341304979,89.9778312379515,35.417572645591,NA,NA,"model3",14,NA
"73",2016-02-17 09:00:00,"16",173.826169496342,470.024022994063,96.6225624613336,41.2804147749168,NA,NA,"model1",3,NA
"74",2016-02-17 09:00:00,"17",NA,517.930826762183,111.434206024462,42.5150452448287,NA,NA,"model1",14,NA
"75",2016-02-17 09:00:00,"18",150.361004472499,418.049464925522,110.004949591568,42.2976698591687,NA,NA,"model3",15,NA
"76",2016-02-17 09:00:00,"19",NA,479.136896988898,95.3872777432093,41.1523120835977,NA,NA,"model3",17,NA
"77",2016-02-17 09:00:00,"20",181.13579183633,468.728640179123,99.2377041470149,47.1381049514294,NA,NA,"model2",16,NA
"78",2016-02-17 10:00:00,"10",180.503438054129,517.809607153618,100.776529584312,37.4007919358204,NA,NA,"model3",10,NA
"79",2016-02-17 10:00:00,"11",178.65472438035,469.685842878627,114.055244335971,36.7396282763066,NA,NA,"model2",6,NA
"80",2016-02-17 10:00:00,"12",NA,212.92506822632,93.3917029101489,36.3038664632449,NA,NA,"model3",9,NA
"81",2016-02-17 10:00:00,"13",171.844617142222,391.644994768646,77.40543769616,42.5529307135479,NA,NA,"model1",15,NA
"82",2016-02-17 10:00:00,"14",139.142540710432,406.318619377123,99.8160612132998,37.2694753051857,NA,NA,"model3",1,NA
"83",2016-02-17 10:00:00,"15",166.283839491075,469.088516672884,116.45357941257,37.3304211673457,NA,NA,"model3",14,NA
"84",2016-02-17 10:00:00,"16",NA,402.516185526977,101.336781245325,39.3995696177896,NA,NA,"model1",3,NA
"85",2016-02-17 10:00:00,"17",199.754224266208,464.015554979761,82.5692606063702,38.4874566951793,NA,NA,"model1",14,NA
"86",2016-02-17 10:00:00,"18",149.675495649998,404.812822764913,105.869215362505,40.2727404596043,NA,NA,"model3",15,NA
"87",2016-02-17 10:00:00,"19",194.361184858973,493.247881699772,109.422178721403,49.7059076165189,NA,NA,"model3",17,NA
"88",2016-02-17 10:00:00,"20",188.780704796791,479.511913432414,93.6532352525956,49.8793366367298,NA,NA,"model2",16,NA
"89",2016-02-17 11:00:00,"10",162.559943950036,464.74321778717,103.964234955195,29.7875938217488,NA,NA,"model3",10,NA
"90",2016-02-17 11:00:00,"11",NA,336.301532571207,129.437935075482,47.1822098350294,NA,NA,"model2",6,NA
"91",2016-02-17 11:00:00,"12",198.656519068106,362.411957317892,96.4816533705648,52.0679353486223,NA,NA,"model3",9,NA
"92",2016-02-17 11:00:00,"13",NA,422.520274787263,100.935152623237,47.930346390065,NA,NA,"model1",15,NA
"93",2016-02-17 11:00:00,"14",NA,421.290154328067,87.2106256716328,38.9996663791912,NA,NA,"model3",1,NA
"94",2016-02-17 11:00:00,"15",NA,372.187980241413,96.5220243261973,NA,NA,NA,"model3",14,NA
"95",2016-02-17 11:00:00,"16",NA,451.474129005157,95.4551266625803,39.2339338370794,NA,NA,"model1",3,NA
"96",2016-02-17 11:00:00,"17",NA,541.486925459283,87.9778694863647,NA,NA,NA,"model1",14,NA
"97",2016-02-17 11:00:00,"18",161.02178540387,486.179297078527,114.032841991125,35.9849317874069,NA,NA,"model3",15,NA
"98",2016-02-17 11:00:00,"19",154.138977599211,380.950029050977,96.6336584249475,34.2608690721188,NA,NA,"model3",17,NA
"99",2016-02-17 11:00:00,"20",166.229698203178,482.212416334668,95.6696063899771,38.3033143510134,NA,NA,"model2",16,NA
"100",2016-02-17 12:00:00,"10",169.621711140077,469.972816069018,91.004577635953,39.1876487396062,NA,NA,"model3",10,NA
"101",2016-02-17 12:00:00,"11",NA,497.274786805637,130.547980092036,44.0184764173453,NA,NA,"model2",6,NA
"102",2016-02-17 12:00:00,"12",NA,456.693457777894,96.955571535774,35.4194952723334,NA,NA,"model3",9,NA
"103",2016-02-17 12:00:00,"13",NA,512.532006199094,105.609890726534,NA,NA,NA,"model1",15,NA
"104",2016-02-17 12:00:00,"14",NA,504.853436248438,90.3746408213988,45.0391880045387,NA,NA,"model3",1,NA
"105",2016-02-17 12:00:00,"15",NA,486.759433968658,102.069098891386,38.5271629015708,NA,NA,"model3",14,NA
"106",2016-02-17 12:00:00,"16",NA,445.953720056848,105.353431603688,31.7865973456176,NA,NA,"model1",3,NA
"107",2016-02-17 12:00:00,"17",161.535585985679,480.229141149186,111.306458106749,34.4983381964156,NA,NA,"model1",14,NA
"108",2016-02-17 12:00:00,"18",NA,437.415633276567,108.833191394387,37.2851455904844,NA,NA,"model3",15,NA
"109",2016-02-17 12:00:00,"19",NA,431.513428113629,90.1112143014362,38.9277733224717,NA,NA,"model3",17,NA
"110",2016-02-17 12:00:00,"20",186.303771715401,495.620267016484,105.80187197308,39.6313591901627,NA,NA,"model2",16,NA
"111",2016-02-17 13:00:00,"10",NA,467.048276083334,119.459808363863,39.4710114568932,NA,NA,"model3",10,NA
"112",2016-02-17 13:00:00,"11",NA,532.623736176082,105.574789087251,44.8559046450042,NA,NA,"model2",6,NA
"113",2016-02-17 13:00:00,"12",NA,356.101792163094,99.3259035096243,31.7248884779342,NA,NA,"model3",9,NA
"114",2016-02-17 13:00:00,"13",163.643875804662,449.674278674421,97.5883651037572,42.1577537232475,NA,NA,"model1",15,NA
"115",2016-02-17 13:00:00,"14",180.091862295278,436.134950455923,89.2667589725406,39.6743067282411,NA,NA,"model3",1,NA
"116",2016-02-17 13:00:00,"15",NA,561.104576419662,106.239305872128,40.9533085036504,NA,NA,"model3",14,NA
"117",2016-02-17 13:00:00,"16",NA,495.807170092896,86.4178684193585,45.0756610997049,NA,NA,"model1",3,NA
"118",2016-02-17 13:00:00,"17",NA,410.718905262156,102.534627914535,44.8665659408142,NA,NA,"model1",14,NA
"119",2016-02-17 13:00:00,"18",NA,425.177451271943,87.2411797234716,46.6883176704587,NA,NA,"model3",15,NA
"120",2016-02-17 13:00:00,"19",NA,506.511480127974,108.855072719131,45.5935679748326,NA,NA,"model3",17,NA
"121",2016-02-17 13:00:00,"20",NA,508.476665359157,96.7923120252999,41.2312719617961,NA,NA,"model2",16,NA
"122",2016-02-17 14:00:00,"10",NA,450.799230735585,96.1910649169323,40.0766821447803,NA,NA,"model3",10,NA
"123",2016-02-17 14:00:00,"11",NA,520.490331651269,133.488494781273,50.6483252209521,NA,NA,"model2",6,NA
"124",2016-02-17 14:00:00,"12",175.513053305043,525.079368662993,91.9812419538077,38.0729414182621,NA,NA,"model3",9,NA
"125",2016-02-17 14:00:00,"13",NA,461.246315668917,102.549179564463,45.3339401595177,NA,NA,"model1",15,NA
"126",2016-02-17 14:00:00,"14",NA,413.903013253387,113.540007823456,39.0497727053031,NA,NA,"model3",1,NA
"127",2016-02-17 14:00:00,"15",173.451075356466,491.13577945738,87.5205486061186,43.9898383529668,NA,NA,"model3",14,NA
"128",2016-02-17 14:00:00,"16",NA,381.460972019049,99.6790528994505,33.3904460980086,NA,NA,"model1",3,NA
"129",2016-02-17 14:00:00,"17",NA,424.833455268299,104.435935199718,41.6577306014652,NA,NA,"model1",14,NA
"130",2016-02-17 14:00:00,"18",159.399236945755,489.469637765915,105.868126583961,44.2484437974166,NA,NA,"model3",15,NA
"131",2016-02-17 14:00:00,"19",NA,447.322106800198,102.772644254789,40.3532398187192,NA,NA,"model3",17,NA
"132",2016-02-17 14:00:00,"20",NA,506.466768426441,93.5472039141,41.2749585975546,NA,NA,"model2",16,NA
"133",2016-02-17 15:00:00,"10",NA,391.230150663051,93.4889001253583,32.1149154837332,NA,NA,"model3",10,NA
"134",2016-02-17 15:00:00,"11",NA,465.748935045001,119.735844907399,35.5067259097271,NA,NA,"model2",6,NA
"135",2016-02-17 15:00:00,"12",200.111603368726,410.942549101692,112.273238537109,40.0960705470597,NA,NA,"model3",9,NA
"136",2016-02-17 15:00:00,"13",182.203941577519,421.477847743336,88.925800937184,37.5948702759315,NA,NA,"model1",15,NA
"137",2016-02-17 15:00:00,"14",NA,482.737036025025,97.9810357856299,48.5283146199632,NA,NA,"model3",1,NA
"138",2016-02-17 15:00:00,"15",NA,459.440407619362,101.538418201924,36.9160726527712,NA,NA,"model3",14,NA
"139",2016-02-17 15:00:00,"16",NA,418.206935864852,99.1642000441162,34.3245342079499,NA,NA,"model1",3,NA
"140",2016-02-17 15:00:00,"17",164.567257506262,610.297169954816,96.3330815667522,46.5262161153705,NA,NA,"model1",14,NA
"141",2016-02-17 15:00:00,"18",NA,284.566704971833,105.778800915852,44.4722539437164,NA,NA,"model3",15,NA
"142",2016-02-17 15:00:00,"19",180.028786171815,472.924926775605,111.367857004783,38.888238711908,NA,NA,"model3",17,NA
"143",2016-02-17 15:00:00,"20",NA,453.863137821296,95.3149868078703,45.1874256479291,NA,NA,"model2",16,NA
"144",2016-02-17 16:00:00,"10",157.014701536511,349.918954609812,98.350561174247,35.1588948690076,NA,NA,"model3",10,NA
"145",2016-02-17 16:00:00,"11",NA,560.162448036313,138.288802599436,49.0235732338899,NA,NA,"model2",6,NA
"146",2016-02-17 16:00:00,"12",169.587259163752,373.332556052142,112.032452323159,40.9513307860677,NA,NA,"model3",9,NA
"147",2016-02-17 16:00:00,"13",NA,510.544539165163,94.5897201408916,32.7141321093185,NA,NA,"model1",15,NA
"148",2016-02-17 16:00:00,"14",180.597491456911,379.200605478733,114.019945063936,35.8537870741799,NA,NA,"model3",1,NA
"149",2016-02-17 16:00:00,"15",162.875863719503,539.715271853377,107.75648597266,42.5014780709872,NA,NA,"model3",14,NA
"150",2016-02-17 16:00:00,"16",NA,445.668070560437,93.3651600958021,38.8959334325431,NA,NA,"model1",3,NA
"151",2016-02-17 16:00:00,"17",170.788191526315,346.247572681671,102.563864316455,43.0955720218862,NA,NA,"model1",14,NA
"152",2016-02-17 16:00:00,"18",180.353053947639,478.991123557111,100.992093014086,37.2277233796147,NA,NA,"model3",15,NA
"153",2016-02-17 16:00:00,"19",NA,467.59645597782,89.5945318427375,47.1359496246707,NA,NA,"model3",17,NA
"154",2016-02-17 16:00:00,"20",NA,434.512251620485,88.9828769471311,37.000542048887,NA,NA,"model2",16,NA
"155",2016-02-17 17:00:00,"10",142.65567025107,420.626720900286,103.066744409099,44.0955186715327,NA,NA,"model3",10,NA
"156",2016-02-17 17:00:00,"11",172.145826773148,462.011200077639,124.210642980355,39.6807941216718,NA,NA,"model2",6,NA
"157",2016-02-17 17:00:00,"12",NA,472.326454987454,91.3869788941061,45.357009255951,NA,NA,"model3",9,NA
"158",2016-02-17 17:00:00,"13",199.473393217779,436.524429893108,108.645607241754,48.9071368946331,NA,NA,"model1",15,NA
"159",2016-02-17 17:00:00,"14",NA,419.6171826547,108.1811009382,36.2130352154293,NA,NA,"model3",1,NA
"160",2016-02-17 17:00:00,"15",NA,439.14356373624,87.1094499681463,NA,NA,NA,"model3",14,NA
"161",2016-02-17 17:00:00,"16",NA,471.036575055638,97.1595631073436,39.0961260432888,NA,NA,"model1",3,NA
"162",2016-02-17 17:00:00,"17",NA,414.866973642278,85.4257775054451,45.4742839103669,NA,NA,"model1",14,NA
"163",2016-02-17 17:00:00,"18",167.633932325167,428.945552119796,114.739065027445,46.1147910440618,NA,NA,"model3",15,NA
"164",2016-02-17 17:00:00,"19",NA,375.675899259798,104.37636241528,47.8975757957206,NA,NA,"model3",17,NA
"165",2016-02-17 17:00:00,"20",NA,422.963763365103,99.355587165701,40.9098858682319,NA,NA,"model2",16,NA
"166",2016-02-17 18:00:00,"10",NA,419.551371814635,90.1136545421086,38.9089156496709,NA,NA,"model3",10,NA
"167",2016-02-17 18:00:00,"11",NA,492.645774188844,105.555664957077,42.2209592091886,NA,NA,"model2",6,NA
"168",2016-02-17 18:00:00,"12",174.959104655253,490.210672763849,99.0975799536938,34.906344094661,NA,NA,"model3",9,NA
"169",2016-02-17 18:00:00,"13",174.194560999521,411.181906587595,101.109268771392,31.4284918433023,NA,NA,"model1",15,NA
"170",2016-02-17 18:00:00,"14",NA,445.692524517605,97.1345249847463,37.1100249169329,NA,NA,"model3",1,NA
"171",2016-02-17 18:00:00,"15",179.515140956641,430.893684655468,118.891018344459,43.501525464743,NA,NA,"model3",14,NA
"172",2016-02-17 18:00:00,"16",NA,455.40604967251,111.035497550415,40.6447616017584,NA,NA,"model1",3,NA
"173",2016-02-17 18:00:00,"17",185.976769360713,533.76350904383,108.157297606983,33.6617900720073,NA,NA,"model1",14,NA
"174",2016-02-17 18:00:00,"18",158.586790093553,439.705398788441,111.972385877431,37.0225517097462,NA,NA,"model3",15,NA
"175",2016-02-17 18:00:00,"19",NA,434.495565887863,89.6310003129897,32.5450276576445,NA,NA,"model3",17,NA
"176",2016-02-17 18:00:00,"20",NA,496.897207270449,103.594465002074,44.5842916598274,NA,NA,"model2",16,NA
"177",2016-02-17 19:00:00,"10",NA,498.582352877634,95.4477741311516,40.0633649819999,NA,NA,"model3",10,NA
"178",2016-02-17 19:00:00,"11",167.992084607669,526.718739834201,130.658799874219,39.1035991602162,NA,NA,"model2",6,NA
"179",2016-02-17 19:00:00,"12",NA,417.766294992756,95.6484698343989,36.1870049531618,NA,NA,"model3",9,NA
"180",2016-02-17 19:00:00,"13",150.559920659645,475.440154434351,107.307797901689,35.6550827172428,NA,NA,"model1",15,NA
"181",2016-02-17 19:00:00,"14",NA,441.302626737301,94.813066089035,47.9154888547732,NA,NA,"model3",1,NA
"182",2016-02-17 19:00:00,"15",161.946436983826,514.734285601695,95.2305312766221,39.4445080331492,NA,NA,"model3",14,NA
"183",2016-02-17 19:00:00,"16",NA,418.34117868715,91.8871465517592,40.4094117733042,NA,NA,"model1",3,NA
"184",2016-02-17 19:00:00,"17",NA,555.285067570168,101.758398992682,42.5646485115653,NA,NA,"model1",14,NA
"185",2016-02-17 19:00:00,"18",NA,573.1466313159,95.4404291535891,41.5831737537857,NA,NA,"model3",15,NA
"186",2016-02-17 19:00:00,"19",159.776844179319,453.512544987376,99.2352352040691,40.072312865322,NA,NA,"model3",17,NA
"187",2016-02-17 19:00:00,"20",156.753438147145,444.672832347771,106.229147340847,46.5704395645583,NA,NA,"model2",16,NA
"188",2016-02-17 20:00:00,"10",181.28982323848,425.801740397772,102.354646173075,38.0859206989953,"error3",NA,"model3",10,NA
"189",2016-02-17 20:00:00,"11",171.008276866258,536.310664868207,142.99967457508,41.3012834011444,"error3",NA,"model2",6,NA
"190",2016-02-17 20:00:00,"12",NA,407.270795483298,101.964988916195,36.0851824467541,"error3",NA,"model3",9,NA
"191",2016-02-17 20:00:00,"13",163.558395400738,398.716267650109,98.8294448050204,31.2890409150363,"error3",NA,"model1",15,NA
"192",2016-02-17 20:00:00,"14",202.271656669471,520.040580928511,96.0656817253129,40.484339442194,"error3",NA,"model3",1,NA
"193",2016-02-17 20:00:00,"15",NA,414.564511668817,88.0687140733966,38.4781563038698,"error3",NA,"model3",14,NA
"194",2016-02-17 20:00:00,"16",177.238044609614,388.021766851896,97.3119487474398,41.7349149873803,"error3",NA,"model1",3,NA
"195",2016-02-17 20:00:00,"17",NA,560.672928267653,102.447550035066,NA,"error3",NA,"model1",14,NA
"196",2016-02-17 20:00:00,"18",NA,318.553593402277,106.0433438734,40.4166656300531,"error3",NA,"model3",15,NA
"197",2016-02-17 20:00:00,"19",153.283139929934,407.630612266811,75.8497095863626,37.4816277334312,"error3",NA,"model3",17,NA
"198",2016-02-17 20:00:00,"20",186.290257949885,463.040954610501,122.515303495389,44.4880402879541,"error3",NA,"model2",16,NA
"199",2016-02-17 21:00:00,"10",173.488596235697,475.867351367464,108.804507031214,31.5186305236674,NA,NA,"model3",10,NA
"200",2016-02-17 21:00:00,"11",178.790969790122,449.009698136983,123.087550977373,41.9574615134119,NA,NA,"model2",6,NA
"201",2016-02-17 21:00:00,"12",177.220640849344,480.177393117196,109.263551991012,40.1248169075949,NA,NA,"model3",9,NA
"202",2016-02-17 21:00:00,"13",NA,468.358135956864,109.496388344709,34.3836193593797,NA,NA,"model1",15,NA
"203",2016-02-17 21:00:00,"14",182.858318482338,344.001173509823,82.8640211187495,31.2409913299994,NA,NA,"model3",1,NA
"204",2016-02-17 21:00:00,"15",NA,404.372076693544,90.5857234176299,NA,NA,NA,"model3",14,NA
"205",2016-02-17 21:00:00,"16",186.906710773916,480.765196959548,106.159495754141,40.8317086254544,NA,NA,"model1",3,NA
"206",2016-02-17 21:00:00,"17",NA,443.278065673445,96.5193881444534,38.0678147080094,NA,NA,"model1",14,NA
"207",2016-02-17 21:00:00,"18",137.197418340418,367.273715419016,110.10563031822,44.3751268979938,NA,NA,"model3",15,NA
"208",2016-02-17 21:00:00,"19",162.218855818742,405.127533354149,99.1410475628585,31.659993829673,NA,NA,"model3",17,NA
"209",2016-02-17 21:00:00,"20",NA,509.357642494699,102.199873829753,NA,NA,NA,"model2",16,NA
"210",2016-02-17 22:00:00,"10",176.941990456882,372.291913928375,94.3466624080633,36.9222292821825,NA,NA,"model3",10,NA
"211",2016-02-17 22:00:00,"11",NA,459.768397256936,121.676986456975,35.7942294609938,NA,NA,"model2",6,NA
"212",2016-02-17 22:00:00,"12",NA,411.286055407099,90.3900064937959,43.4112704513126,NA,NA,"model3",9,NA
"213",2016-02-17 22:00:00,"13",NA,350.229791841175,74.7843790295368,45.3471119591482,NA,NA,"model1",15,NA
"214",2016-02-17 22:00:00,"14",195.748431862615,370.956130534865,98.06116087842,36.0243071898015,NA,NA,"model3",1,NA
"215",2016-02-17 22:00:00,"15",NA,473.683843482143,74.2154322965015,45.9562387254241,NA,NA,"model3",14,NA
"216",2016-02-17 22:00:00,"16",149.276701445265,437.627109275461,100.206286909306,43.6820813136771,NA,NA,"model1",3,NA
"217",2016-02-17 22:00:00,"17",189.477921482259,475.942281572008,93.7010243029883,45.3792356448487,NA,NA,"model1",14,NA
"218",2016-02-17 22:00:00,"18",NA,519.082573198964,103.015582149853,37.3436979219119,NA,NA,"model3",15,NA
"219",2016-02-17 22:00:00,"19",NA,338.960346358643,102.811251741605,41.4319026970212,NA,NA,"model3",17,NA
"220",2016-02-17 22:00:00,"20",140.113044956936,462.264594741451,111.215298437588,41.877073151483,NA,NA,"model2",16,NA
"221",2016-02-17 23:00:00,"10",166.508192089091,428.649232392636,118.529515942823,33.6089060226355,NA,NA,"model3",10,NA
"222",2016-02-17 23:00:00,"11",NA,393.058003683759,110.554966327789,NA,NA,NA,"model2",6,NA
"223",2016-02-17 23:00:00,"12",171.356270951422,508.348150831003,100.7274470161,41.4488536446535,NA,NA,"model3",9,NA
"224",2016-02-17 23:00:00,"13",NA,475.327485550963,92.049894927599,38.5160739127365,NA,NA,"model1",15,NA
"225",2016-02-17 23:00:00,"14",167.465730935161,389.694893293136,78.0731961040437,32.4818698635034,NA,NA,"model3",1,NA
"226",2016-02-17 23:00:00,"15",NA,503.20229100529,89.8604997980618,38.1356262219312,NA,NA,"model3",14,NA
